epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,170.544,0.96199,0.99202,1.21649,0.5796,0.55912,0.54857,0.35366,1.37761,2.87486,1.37099,0.0014277,0.0014277,0.0014277
31,175.425,0.97067,1.03288,1.20684,0.56829,0.52609,0.58986,0.42651,1.25948,2.17372,1.25179,0.00141945,0.00141945,0.00141945
32,180.301,0.93659,1.04319,1.20543,0.74798,0.65247,0.7767,0.51136,1.34533,1.60726,1.35227,0.0014112,0.0014112,0.0014112
33,185.52,0.95492,1.02282,1.20239,0.72721,0.69928,0.76633,0.51534,1.29412,1.65454,1.26447,0.00140295,0.00140295,0.00140295
34,190.776,0.9085,0.95431,1.16342,0.59606,0.52101,0.60137,0.41968,1.33972,2.47364,1.29049,0.0013947,0.0013947,0.0013947
35,195.928,0.93515,0.97957,1.18689,0.61406,0.52154,0.55316,0.40184,1.17757,1.68174,1.14862,0.00138644,0.00138644,0.00138644
36,201.23,0.88998,1.00878,1.16812,0.56171,0.66695,0.51186,0.29938,1.29497,2.23852,1.32711,0.00137819,0.00137819,0.00137819
37,206.665,0.93157,0.99077,1.19608,0.7487,0.72101,0.69324,0.45625,1.48828,1.72159,1.42099,0.00136994,0.00136994,0.00136994
38,212.083,0.92817,0.98587,1.17652,0.76692,0.55725,0.58189,0.41678,1.49424,2.03469,1.51998,0.00136169,0.00136169,0.00136169
39,216.815,0.94049,0.97632,1.19992,0.87739,0.66087,0.76101,0.54029,1.20528,1.26627,1.2454,0.00135344,0.00135344,0.00135344
40,222.46,0.91665,0.99155,1.19102,0.90094,0.87464,0.92071,0.66055,0.97893,0.92634,1.07513,0.00134519,0.00134519,0.00134519
41,228.488,0.86219,0.89568,1.15528,0.91312,0.87228,0.91223,0.68726,0.99242,0.94152,1.10064,0.00133693,0.00133693,0.00133693
42,234.84,0.88768,0.9166,1.15853,0.86085,0.75473,0.83749,0.58686,1.02446,1.19537,1.13147,0.00132868,0.00132868,0.00132868
43,241.12,0.81943,0.91324,1.15232,0.71399,0.74278,0.75123,0.49811,1.04471,1.45636,1.16066,0.00132043,0.00132043,0.00132043
44,248.124,0.82287,0.87231,1.14064,0.68964,0.84493,0.76491,0.51963,1.06181,1.46302,1.18965,0.00131218,0.00131218,0.00131218
45,256.409,0.83062,0.89023,1.16766,0.78003,0.76957,0.72772,0.51671,1.10932,1.32619,1.16203,0.00130393,0.00130393,0.00130393
46,265.253,0.84428,0.8728,1.15505,0.74951,0.79817,0.798,0.58736,1.0609,1.19272,1.14912,0.00129568,0.00129568,0.00129568
47,273.894,0.85957,0.88083,1.14963,0.72034,0.74928,0.82313,0.598,1.09879,1.28796,1.18866,0.00128742,0.00128742,0.00128742
48,281.696,0.8942,0.92492,1.15861,0.68903,0.77101,0.77558,0.55583,1.19242,1.37439,1.25632,0.00127917,0.00127917,0.00127917
49,289.437,0.87397,0.94479,1.17298,0.77297,0.67609,0.76121,0.52537,1.13056,1.29673,1.22302,0.00127092,0.00127092,0.00127092
50,297.65,0.84213,0.87766,1.16271,0.65412,0.65797,0.61854,0.40502,1.04586,1.54839,1.18263,0.00126267,0.00126267,0.00126267
51,304.682,0.81458,0.86181,1.1357,0.64657,0.66449,0.6316,0.45283,1.07532,1.42569,1.23447,0.00125442,0.00125442,0.00125442
52,311.276,0.80273,0.81881,1.14721,0.79579,0.84052,0.78954,0.57222,1.10074,0.95674,1.18382,0.00124617,0.00124617,0.00124617
53,317.535,0.85558,0.87993,1.17557,0.86369,0.8913,0.86567,0.63433,1.01159,0.8857,1.09874,0.00123791,0.00123791,0.00123791
54,323.886,0.8612,0.84863,1.15535,0.86406,0.79147,0.86152,0.63665,1.00322,0.99881,1.085,0.00122966,0.00122966,0.00122966
55,329.997,0.81366,0.83704,1.15616,0.91837,0.78554,0.84486,0.6509,0.99211,1.00084,1.06277,0.00122141,0.00122141,0.00122141
56,336.309,0.832,0.80644,1.13476,0.90614,0.8302,0.8637,0.65272,1.01,0.89476,1.13752,0.00121316,0.00121316,0.00121316
57,342.674,0.8323,0.85442,1.14066,0.85318,0.72246,0.8155,0.61971,1.03626,0.94086,1.16211,0.00120491,0.00120491,0.00120491
58,348.852,0.81567,0.79887,1.1322,0.89721,0.85993,0.90762,0.70079,0.95582,0.88813,1.06195,0.00119666,0.00119666,0.00119666
59,354.661,0.80823,0.7882,1.11323,0.89411,0.79512,0.88818,0.6908,0.94758,0.95164,1.05279,0.0011884,0.0011884,0.0011884
60,360.217,0.77715,0.77903,1.12929,0.82546,0.82223,0.89405,0.68116,0.95395,0.91176,1.06358,0.00118015,0.00118015,0.00118015
61,366.395,0.78637,0.79688,1.11577,0.85552,0.84439,0.88345,0.65446,1.05637,0.96942,1.13463,0.0011719,0.0011719,0.0011719
62,372.108,0.84051,0.7622,1.1284,0.88594,0.85041,0.88165,0.60568,1.10337,1.11421,1.20136,0.00116365,0.00116365,0.00116365
63,377.693,0.84926,0.81288,1.14769,0.55287,0.71304,0.6329,0.462,1.07267,1.63317,1.23564,0.0011554,0.0011554,0.0011554
64,383.261,0.83892,0.82097,1.12753,0.58378,0.56812,0.4452,0.33125,0.99822,2.04649,1.17838,0.00114715,0.00114715,0.00114715
65,389.032,0.81759,0.81818,1.12891,0.85311,0.69928,0.82907,0.61476,0.91184,1.20182,1.06404,0.00113889,0.00113889,0.00113889
66,394.666,0.82022,0.82343,1.13613,0.84536,0.65725,0.78924,0.56399,1.09428,1.62656,1.14783,0.00113064,0.00113064,0.00113064
67,400.397,0.82301,0.8188,1.14263,0.76729,0.64679,0.71793,0.49955,1.22927,1.76939,1.26589,0.00112239,0.00112239,0.00112239
68,406.245,0.79816,0.79341,1.12567,0.88967,0.76628,0.87425,0.64295,1.05151,0.96642,1.15518,0.00111414,0.00111414,0.00111414
69,412.974,0.7923,0.79263,1.14968,0.80229,0.81418,0.82361,0.63009,0.95192,0.89235,1.0955,0.00110589,0.00110589,0.00110589
70,419.077,0.80627,0.77931,1.12248,0.66846,0.64403,0.56807,0.40309,1.10105,1.68613,1.16644,0.00109764,0.00109764,0.00109764
71,425.059,0.79903,0.76876,1.11979,0.76667,0.7496,0.7711,0.56263,1.17683,1.43489,1.17902,0.00108938,0.00108938,0.00108938
72,431.327,0.76281,0.74592,1.11592,0.71816,0.84083,0.80417,0.58486,1.12258,1.1025,1.21807,0.00108113,0.00108113,0.00108113
73,437.891,0.79519,0.7873,1.14953,0.82865,0.8913,0.87086,0.6569,1.07487,0.91735,1.20689,0.00107288,0.00107288,0.00107288
74,443.624,0.77528,0.75675,1.11426,0.86105,0.81957,0.86744,0.63884,1.00306,0.89284,1.13771,0.00106463,0.00106463,0.00106463
75,448.682,0.73299,0.71243,1.09559,0.82289,0.8029,0.86336,0.63572,1.00007,1.01243,1.10447,0.00105638,0.00105638,0.00105638
76,453.585,0.77419,0.78045,1.13488,0.84263,0.77154,0.82576,0.61388,1.04219,1.11024,1.1336,0.00104813,0.00104813,0.00104813
77,460.693,0.82196,0.8247,1.1528,0.72421,0.6684,0.78557,0.56432,1.12334,1.40841,1.1427,0.00103987,0.00103987,0.00103987
78,467.066,0.77921,0.79005,1.1232,0.74468,0.77066,0.81396,0.53922,1.20483,1.29986,1.2072,0.00103162,0.00103162,0.00103162
79,473.154,0.7522,0.74342,1.10415,0.82875,0.78641,0.84671,0.58998,1.0299,1.07737,1.15933,0.00102337,0.00102337,0.00102337
80,479.653,0.71077,0.742,1.07828,0.83967,0.78263,0.83281,0.61095,1.04845,0.979,1.17657,0.00101512,0.00101512,0.00101512
81,485.486,0.77013,0.76311,1.11198,0.84005,0.75194,0.805,0.55152,1.0595,1.1137,1.16391,0.00100687,0.00100687,0.00100687
82,491.235,0.71089,0.7096,1.0959,0.87964,0.76449,0.85921,0.61463,1.03234,0.93677,1.12201,0.000998616,0.000998616,0.000998616
83,496.708,0.76626,0.76387,1.12153,0.79523,0.77401,0.84623,0.59248,1.11342,0.96043,1.15134,0.000990365,0.000990365,0.000990365
84,502.148,0.72172,0.69835,1.07892,0.8752,0.80925,0.89945,0.6227,1.07998,1.00039,1.14394,0.000982113,0.000982113,0.000982113
85,506.784,0.73289,0.6801,1.08547,0.75328,0.88344,0.89544,0.61356,1.05907,0.99926,1.15967,0.000973861,0.000973861,0.000973861
86,512.592,0.73204,0.67021,1.08442,0.91474,0.75952,0.84738,0.62314,1.02497,1.06911,1.12197,0.00096561,0.00096561,0.00096561
87,518.426,0.75764,0.70518,1.09558,0.85386,0.82139,0.8616,0.63161,0.98568,1.01427,1.10613,0.000957358,0.000957358,0.000957358
88,523.77,0.72467,0.69776,1.0829,0.89761,0.87971,0.89924,0.66869,0.93925,0.92997,1.08328,0.000949106,0.000949106,0.000949106
89,528.637,0.69265,0.70106,1.08175,0.89858,0.89292,0.89555,0.6441,1.02315,0.92999,1.14441,0.000940855,0.000940855,0.000940855
90,533.602,0.7347,0.65903,1.09301,0.774,0.8913,0.86212,0.61002,1.09417,1.06711,1.21917,0.000932603,0.000932603,0.000932603
91,538.378,0.71357,0.67698,1.07772,0.85812,0.81331,0.8523,0.60129,1.1141,0.99508,1.26,0.000924352,0.000924352,0.000924352
92,543.25,0.6917,0.70549,1.08057,0.86281,0.79227,0.83076,0.59306,1.12632,0.95921,1.27075,0.0009161,0.0009161,0.0009161
93,548.332,0.67904,0.67293,1.05786,0.89332,0.87366,0.90913,0.61641,1.13493,0.86866,1.29553,0.000907848,0.000907848,0.000907848
94,554.389,0.71605,0.67103,1.09568,0.82549,0.90559,0.87737,0.62095,1.14353,1.0017,1.28866,0.000899597,0.000899597,0.000899597
95,560.957,0.75797,0.70935,1.12635,0.72859,0.80892,0.82547,0.60606,1.0941,1.08521,1.25246,0.000891345,0.000891345,0.000891345
96,567.036,0.7202,0.68145,1.09087,0.74608,0.69184,0.78016,0.5779,1.02819,1.04954,1.24526,0.000883093,0.000883093,0.000883093
97,572.58,0.70622,0.68925,1.09405,0.75462,0.82564,0.82773,0.58531,1.04618,0.91469,1.2298,0.000874842,0.000874842,0.000874842
98,578.302,0.71581,0.65511,1.0958,0.91924,0.85178,0.89302,0.67062,0.97959,0.74096,1.12783,0.00086659,0.00086659,0.00086659
99,583.816,0.73353,0.73033,1.10841,0.88636,0.83914,0.86282,0.66459,1.03782,0.75598,1.15867,0.000858338,0.000858338,0.000858338
100,589.584,0.71026,0.68436,1.07853,0.90871,0.8626,0.87018,0.66452,1.02177,0.75704,1.17963,0.000850087,0.000850087,0.000850087
101,595.123,0.63666,0.60818,1.04511,0.91725,0.87971,0.88903,0.66256,0.98547,0.78481,1.13217,0.000841835,0.000841835,0.000841835
102,600.967,0.71996,0.65971,1.10143,0.86634,0.84353,0.90724,0.64774,0.99735,0.85987,1.11617,0.000833583,0.000833583,0.000833583
103,606.226,0.68879,0.66051,1.07335,0.85797,0.85872,0.9106,0.67595,0.96194,0.84418,1.11041,0.000825332,0.000825332,0.000825332
104,611.533,0.7056,0.64841,1.07892,0.87419,0.87464,0.88391,0.64644,1.04033,0.87319,1.12294,0.00081708,0.00081708,0.00081708
105,616.969,0.68106,0.63676,1.06894,0.89552,0.87018,0.88715,0.6825,1.01542,0.78533,1.13502,0.000808828,0.000808828,0.000808828
106,623.256,0.65565,0.65189,1.04761,0.91663,0.83623,0.89839,0.69142,0.97188,0.76632,1.1445,0.000800577,0.000800577,0.000800577
107,629.187,0.67381,0.64022,1.05302,0.86529,0.86304,0.90296,0.65951,0.94477,0.78872,1.12808,0.000792325,0.000792325,0.000792325
108,634.42,0.66816,0.6179,1.08581,0.92133,0.87971,0.92504,0.67465,0.99923,0.81115,1.1827,0.000784073,0.000784073,0.000784073
109,639.512,0.68015,0.64403,1.07129,0.90727,0.83623,0.9054,0.6283,1.05937,0.83331,1.23373,0.000775822,0.000775822,0.000775822
110,644.673,0.6938,0.66359,1.07812,0.94041,0.85376,0.93581,0.68549,0.93265,0.79268,1.12623,0.00076757,0.00076757,0.00076757
111,650.058,0.63883,0.62856,1.06548,0.93975,0.8413,0.93712,0.68686,0.8928,0.76503,1.10545,0.000759318,0.000759318,0.000759318
112,655.416,0.67019,0.63476,1.05993,0.88069,0.88516,0.91879,0.68667,0.96554,0.79991,1.12933,0.000751067,0.000751067,0.000751067
113,660.825,0.68737,0.61772,1.06968,0.91886,0.83446,0.91697,0.64943,1.08297,0.86768,1.17196,0.000742815,0.000742815,0.000742815
114,666.155,0.64505,0.6708,1.05766,0.89583,0.83387,0.91892,0.66859,1.04791,0.83487,1.12401,0.000734564,0.000734564,0.000734564
115,672.278,0.70063,0.62734,1.07689,0.8404,0.87464,0.88291,0.64567,0.98862,0.91452,1.1178,0.000726312,0.000726312,0.000726312
116,677.488,0.65263,0.64116,1.06779,0.93063,0.84519,0.88875,0.65173,1.05859,0.80658,1.22025,0.00071806,0.00071806,0.00071806
117,682.94,0.6215,0.59575,1.04987,0.94643,0.86227,0.89185,0.6542,0.99486,0.76674,1.19104,0.000709809,0.000709809,0.000709809
118,688.37,0.68591,0.62822,1.07543,0.9203,0.87178,0.93167,0.69139,0.93208,0.80209,1.12617,0.000701557,0.000701557,0.000701557
119,693.572,0.60018,0.56944,1.04588,0.86501,0.84876,0.90299,0.66497,0.96811,0.8134,1.14067,0.000693305,0.000693305,0.000693305
120,698.685,0.68852,0.61184,1.07306,0.87674,0.75245,0.85315,0.63312,1.01377,0.85245,1.16163,0.000685054,0.000685054,0.000685054
121,703.656,0.65977,0.61787,1.04871,0.92183,0.78623,0.88557,0.63775,0.93868,0.83605,1.10827,0.000676802,0.000676802,0.000676802
122,708.788,0.65321,0.59615,1.06305,0.96674,0.8571,0.91035,0.64964,0.99602,0.71469,1.13699,0.00066855,0.00066855,0.00066855
123,713.842,0.62434,0.57165,1.04159,0.98009,0.85797,0.95537,0.63394,1.07207,0.7202,1.16862,0.000660299,0.000660299,0.000660299
124,718.61,0.63973,0.60356,1.04983,0.86698,0.87464,0.91586,0.62897,1.09277,0.71883,1.14842,0.000652047,0.000652047,0.000652047
125,723.855,0.67684,0.6124,1.08217,0.90291,0.85797,0.90513,0.63205,1.12142,0.74514,1.15053,0.000643795,0.000643795,0.000643795
126,728.828,0.65227,0.64477,1.05478,0.88414,0.79286,0.88558,0.61618,1.11446,0.85262,1.18717,0.000635544,0.000635544,0.000635544
127,733.764,0.64236,0.61215,1.05358,0.84002,0.82747,0.85699,0.61561,1.0665,0.92288,1.14053,0.000627292,0.000627292,0.000627292
128,739.119,0.60197,0.5837,1.02222,0.81134,0.83478,0.85649,0.61075,1.0712,0.89317,1.12763,0.00061904,0.00061904,0.00061904
129,744.155,0.6134,0.59957,1.05196,0.78197,0.83493,0.85881,0.62245,1.09934,0.85765,1.17838,0.000610789,0.000610789,0.000610789
130,749.682,0.65343,0.59622,1.06683,0.80639,0.85234,0.88196,0.63342,1.11353,0.80111,1.20902,0.000602537,0.000602537,0.000602537
131,754.907,0.62245,0.53738,1.0364,0.89232,0.90652,0.93295,0.63926,1.06757,0.77265,1.17317,0.000594286,0.000594286,0.000594286
132,760.41,0.63112,0.59691,1.04987,0.85595,0.91167,0.94233,0.67398,1.05325,0.77948,1.18574,0.000586034,0.000586034,0.000586034
133,766.062,0.64169,0.58532,1.06184,0.91907,0.89443,0.92278,0.65248,1.07311,0.8158,1.19482,0.000577782,0.000577782,0.000577782
134,771.323,0.59901,0.56587,1.02321,0.90656,0.85053,0.9247,0.66964,1.02906,0.80169,1.13537,0.000569531,0.000569531,0.000569531
135,776.699,0.63903,0.56927,1.05081,0.88413,0.8146,0.89812,0.64353,1.03015,0.86696,1.12716,0.000561279,0.000561279,0.000561279
136,781.747,0.63513,0.5768,1.0691,0.9172,0.7913,0.90937,0.64322,0.9929,0.84425,1.10919,0.000553027,0.000553027,0.000553027
137,787.348,0.62259,0.5695,1.05302,0.91206,0.87219,0.92555,0.62881,0.98272,0.78037,1.13111,0.000544776,0.000544776,0.000544776
138,792.665,0.63615,0.5634,1.06027,0.93113,0.87258,0.91848,0.61133,1.04958,0.78881,1.19462,0.000536524,0.000536524,0.000536524
139,797.795,0.64476,0.5936,1.05606,0.92872,0.89007,0.93397,0.65867,0.98699,0.73777,1.16075,0.000528272,0.000528272,0.000528272
140,802.744,0.59328,0.56767,1.03607,0.87426,0.83478,0.8985,0.63368,0.95747,0.83124,1.11663,0.000520021,0.000520021,0.000520021
141,807.705,0.61874,0.54919,1.05918,0.83546,0.8029,0.88428,0.63587,0.97174,0.83182,1.12082,0.000511769,0.000511769,0.000511769
142,812.796,0.62,0.57042,1.03449,0.94051,0.88975,0.96356,0.66033,1.0495,0.74773,1.15433,0.000503517,0.000503517,0.000503517
143,817.705,0.6564,0.56216,1.05195,0.90571,0.94926,0.97648,0.7053,0.98057,0.69193,1.12048,0.000495266,0.000495266,0.000495266
144,823.067,0.64422,0.55296,1.05658,0.91383,0.94946,0.97008,0.68753,0.97798,0.66927,1.13557,0.000487014,0.000487014,0.000487014
145,827.803,0.61578,0.59832,1.03237,0.82585,0.97553,0.95362,0.67908,0.97824,0.70083,1.11674,0.000478762,0.000478762,0.000478762
146,832.971,0.65163,0.56475,1.05513,0.82018,0.83986,0.82582,0.60409,0.93932,0.98696,1.0666,0.000470511,0.000470511,0.000470511
147,838.2,0.60592,0.56044,1.04838,0.8851,0.87723,0.91972,0.64301,1.01548,0.80126,1.11988,0.000462259,0.000462259,0.000462259
148,843.701,0.63425,0.56889,1.05341,0.92005,0.87922,0.94523,0.65725,1.11533,0.73454,1.1922,0.000454007,0.000454007,0.000454007
149,848.707,0.59079,0.55583,1.03443,0.94834,0.82769,0.9321,0.66639,1.08928,0.73073,1.19325,0.000445756,0.000445756,0.000445756
150,853.695,0.60078,0.55816,1.03773,0.96064,0.90635,0.94816,0.67719,1.02436,0.75624,1.15472,0.000437504,0.000437504,0.000437504
151,858.56,0.56703,0.51689,1.0291,0.90641,0.8683,0.92694,0.65258,1.06904,0.77014,1.19643,0.000429253,0.000429253,0.000429253
152,863.348,0.58803,0.52146,1.0225,0.92505,0.86185,0.91934,0.65806,1.03373,0.724,1.16537,0.000421001,0.000421001,0.000421001
153,868.044,0.55653,0.49578,1.00826,0.91936,0.87146,0.91754,0.65133,1.03269,0.70885,1.14849,0.000412749,0.000412749,0.000412749
154,872.909,0.58885,0.52307,1.01517,0.94922,0.8748,0.91905,0.64319,1.10702,0.74371,1.20735,0.000404498,0.000404498,0.000404498
155,877.771,0.57054,0.5515,1.01757,0.94514,0.86304,0.93264,0.65184,1.10199,0.71426,1.20702,0.000396246,0.000396246,0.000396246
156,882.472,0.57615,0.54996,1.03562,0.92706,0.84638,0.93713,0.67741,1.07679,0.69118,1.18534,0.000387994,0.000387994,0.000387994
157,887.097,0.54171,0.52712,0.99637,0.817,0.96905,0.9516,0.68238,1.06574,0.7066,1.18574,0.000379743,0.000379743,0.000379743
158,892.211,0.53894,0.5066,0.9923,0.89,0.84638,0.93385,0.66622,0.99191,0.7319,1.16762,0.000371491,0.000371491,0.000371491
159,897.231,0.56722,0.53141,1.0241,0.90041,0.85145,0.92958,0.6721,0.95442,0.74741,1.12568,0.000363239,0.000363239,0.000363239
160,902.319,0.54029,0.47168,1.00129,0.8957,0.85145,0.92656,0.65733,1.00739,0.7414,1.13944,0.000354988,0.000354988,0.000354988
161,907.041,0.56297,0.55021,1.02478,0.91738,0.83886,0.92699,0.65184,1.0496,0.75796,1.15782,0.000346736,0.000346736,0.000346736
162,911.806,0.60643,0.51326,1.03739,0.89619,0.86812,0.93162,0.63816,1.06863,0.76302,1.16505,0.000338484,0.000338484,0.000338484
163,917.08,0.56674,0.51574,1.02805,0.90678,0.90096,0.945,0.66055,1.07905,0.73445,1.17717,0.000330233,0.000330233,0.000330233
164,922.169,0.56449,0.47937,1.00967,0.89543,0.86929,0.954,0.66536,1.05999,0.72118,1.17403,0.000321981,0.000321981,0.000321981
165,927.148,0.56506,0.50394,1.00866,0.89194,0.88607,0.95208,0.65751,1.07857,0.73472,1.16336,0.000313729,0.000313729,0.000313729
166,931.947,0.50345,0.47405,1.0021,0.9769,0.88475,0.95616,0.66896,1.10918,0.7163,1.15428,0.000305478,0.000305478,0.000305478
167,936.868,0.57733,0.49837,1.03512,0.93149,0.91936,0.95112,0.6522,1.12581,0.72708,1.1544,0.000297226,0.000297226,0.000297226
168,941.972,0.54438,0.50718,1.00121,0.90848,0.90165,0.94138,0.64154,1.14121,0.76586,1.17489,0.000288974,0.000288974,0.000288974
169,946.768,0.55617,0.47802,1.00402,0.93034,0.8413,0.92864,0.62918,1.1361,0.76007,1.18341,0.000280723,0.000280723,0.000280723
170,951.631,0.58688,0.48403,1.03543,0.92277,0.87185,0.92556,0.64543,1.10694,0.75787,1.18138,0.000272471,0.000272471,0.000272471
171,956.437,0.56072,0.48091,0.99944,0.86501,0.92205,0.9304,0.65651,1.0577,0.75974,1.15627,0.00026422,0.00026422,0.00026422
172,961.354,0.52187,0.46297,0.99296,0.88249,0.91914,0.93877,0.6709,0.98211,0.7411,1.10742,0.000255968,0.000255968,0.000255968
173,966.451,0.54943,0.47598,1.02383,0.91669,0.91136,0.94577,0.67954,0.98888,0.71859,1.11135,0.000247716,0.000247716,0.000247716
174,971.499,0.56342,0.50298,1.02049,0.92528,0.93798,0.94746,0.67282,1.01424,0.70057,1.13058,0.000239465,0.000239465,0.000239465
175,976.66,0.51957,0.45503,0.98593,0.91835,0.93633,0.94825,0.66618,1.03557,0.70194,1.14313,0.000231213,0.000231213,0.000231213
176,981.894,0.54633,0.47153,1.00431,0.91927,0.93994,0.94931,0.67013,1.03989,0.69777,1.15297,0.000222961,0.000222961,0.000222961
177,986.881,0.55166,0.48953,1.00728,0.91337,0.94493,0.95106,0.67923,1.03385,0.69324,1.15064,0.00021471,0.00021471,0.00021471
178,991.762,0.56431,0.49028,1.02456,0.89191,0.93778,0.95424,0.67777,1.04204,0.68611,1.16027,0.000206458,0.000206458,0.000206458
179,996.602,0.5403,0.4842,1.00511,0.89258,0.94194,0.95497,0.66802,1.05195,0.68106,1.17259,0.000198206,0.000198206,0.000198206
180,1001.55,0.50822,0.44471,0.99807,0.91987,0.90953,0.94632,0.65999,1.02083,0.71518,1.15508,0.000189955,0.000189955,0.000189955
181,1006.65,0.48891,0.45461,1.00127,0.89823,0.88811,0.9387,0.6581,1.01495,0.73718,1.15105,0.000181703,0.000181703,0.000181703
182,1011.59,0.51703,0.47343,0.99348,0.81091,0.92826,0.91167,0.64905,0.97295,0.77071,1.11074,0.000173451,0.000173451,0.000173451
183,1016.46,0.54071,0.46208,1.00667,0.86109,0.8545,0.9145,0.65144,0.98464,0.77283,1.1133,0.0001652,0.0001652,0.0001652
184,1021.48,0.53725,0.49461,1.00941,0.84804,0.9105,0.93464,0.649,1.03605,0.7395,1.14327,0.000156948,0.000156948,0.000156948
185,1026.39,0.53643,0.50342,1.01324,0.8971,0.91098,0.9419,0.66348,1.02789,0.71931,1.14151,0.000148696,0.000148696,0.000148696
186,1031.17,0.50166,0.45166,0.99697,0.88231,0.92319,0.93833,0.66122,1.02637,0.69069,1.16555,0.000140445,0.000140445,0.000140445
